ge,state,parlimen,ballot_order,party,votes,result,result_desc,uid,name,birth_year,sex,ethnicity
13,Sabah,P.176 Kimanis,2,PARTI KEADILAN RAKYAT (PKR),8031,0,lost,3557,JAAFAR BIN ISMAIL,1957,male,bumiputera
13,Sabah,P.176 Kimanis,3,PARTI MAJU SABAH (SAPP),650,0,lost_deposit,3900,JAMIL BIN WILLIAM CORE,1964,male,bumiputera
13,Sabah,P.176 Kimanis,4,PARTI REFORMASI NEGERI SARAWAK (STAR),240,0,lost_deposit,3901,LUSIN BIN BALANGON,1952,male,bumiputera
13,Sabah,P.177 Beaufort,1,PARTI REFORMASI NEGERI SARAWAK (STAR),409,0,lost_deposit,3902,GUAN DEE BIN KOH HOI,1953,male,bumiputera
13,Sabah,P.177 Beaufort,2,BARISAN NASIONAL (BN),12827,1,won,3903,AZIZAH BINTI MOHD DUN,1955,female,bumiputera
13,Sabah,P.177 Beaufort,3,PARTI KEADILAN RAKYAT (PKR),12155,0,lost,3562,LAJIM BIN UKIN (PANGLIMA),1956,male,bumiputera
13,Sabah,P.178 Sipitang,1,BARISAN NASIONAL (BN),16377,1,won,3563,SAPAWI BIN AMAT WASALI @ AHMAD,1955,male,bumiputera
13,Sabah,P.178 Sipitang,2,PARTI MAJU SABAH (SAPP),505,0,lost_deposit,3904,KAMIS BIN DAMING,1953,male,bumiputera
13,Sabah,P.178 Sipitang,3,PARTI KEADILAN RAKYAT (PKR),6908,0,lost,3905,RAMLE B. DUA,1953,male,bumiputera
13,Sabah,P.179 Ranau,1,PARTI KEADILAN RAKYAT (PKR),11823,0,lost,3566,JONATHAN BIN YASIN,1968,male,bumiputera
13,Sabah,P.179 Ranau,2,BEBAS (BEBAS),914,0,lost_deposit,3906,YAZID BIN SAHJINAN,1965,male,bumiputera
13,Sabah,P.179 Ranau,3,BARISAN NASIONAL (BN),15434,1,won,3907,EWON EBIN,1955,male,bumiputera
13,Sabah,P.179 Ranau,4,PARTI REFORMASI NEGERI SARAWAK (STAR),2559,0,lost_deposit,3908,JULIANAH BINTI SITUN @ WIDYA JULIA,1956,female,bumiputera
13,Sabah,P.180 Keningau,1,PARTI REFORMASI NEGERI SARAWAK (STAR),11900,0,lost,5103,DATUK SERI PANGLIMA DR.JEFFREY G.KITINGAN,1947,male,bumiputera
13,Sabah,P.180 Keningau,2,BARISAN NASIONAL (BN),15818,1,won,7897,JOSEPH PAIRIN KITINGAN,1941,male,bumiputera
13,Sabah,P.180 Keningau,3,PARTI KEADILAN RAKYAT (PKR),7825,0,lost,3909,STEPHEN SANDOR,1954,male,bumiputera
13,Sabah,P.181 Tenom,1,BARISAN NASIONAL (BN),9771,1,won,3572,RAIME BIN UNGGI,1970,male,bumiputera
13,Sabah,P.181 Tenom,2,KESAINSAF TANAH AIR (KITA),423,0,lost_deposit,3571,MUTANG @ SYLVESTER BIN DAWAT,1952,male,bumiputera
13,Sabah,P.181 Tenom,3,PARTI MAJU SABAH (SAPP),1766,0,lost_deposit,3910,JIMMY JAWATAH,1964,male,bumiputera
13,Sabah,P.181 Tenom,4,PARTI KEADILAN RAKYAT (PKR),5885,0,lost,3911,MASDIN BIN TUMAS,1982,male,bumiputera
13,Sabah,P.181 Tenom,5,PARTI REFORMASI NEGERI SARAWAK (STAR),2449,0,lost_deposit,3912,HASMIN AZROY ABDULLAH,1981,male,bumiputera
13,Sabah,P.182 Pensiangan,1,PARTI REFORMASI NEGERI SARAWAK (STAR),3554,0,lost,3224,MARTIN TOMY @ TOMMY,1960,male,bumiputera
13,Sabah,P.182 Pensiangan,2,PARTI KEADILAN RAKYAT (PKR),7723,0,lost,3913,RICHARD SAKIAN BIN GUNTING,1952,male,bumiputera
13,Sabah,P.182 Pensiangan,3,BARISAN NASIONAL (BN),9467,1,won,3573,JOSEPH KURUP,1945,male,bumiputera
13,Sabah,P.182 Pensiangan,4,BEBAS (BEBAS),152,0,lost_deposit,3914,FATIMAH BINTI AGITOR @ MOHD DAUD,1975,female,bumiputera
13,Sabah,P.183 Beluran,1,BARISAN NASIONAL (BN),13174,1,won,2857,RONALD KIANDEE,1961,male,bumiputera
13,Sabah,P.183 Beluran,2,PARTI REFORMASI NEGERI SARAWAK (STAR),1460,0,lost_deposit,3915,RAIMON BIN LANJAT,1967,male,bumiputera
13,Sabah,P.183 Beluran,3,PARTI KEADILAN RAKYAT (PKR),3186,0,lost,3916,JAMES BIN MIKI,1970,male,bumiputera
13,Sabah,P.183 Beluran,4,BEBAS (BEBAS),542,0,lost_deposit,3917,KAMARUDDIN BIN MUSTAPHA,1963,male,bumiputera
13,Sabah,P.184 Libaran,1,BARISAN NASIONAL (BN),19584,1,won,3226,JUSLIE AJIROL,1954,male,bumiputera
13,Sabah,P.184 Libaran,2,BEBAS (BEBAS),3219,0,lost_deposit,3918,SAHAR BIN SAKA,1963,male,bumiputera
13,Sabah,P.184 Libaran,3,PARTI KEADILAN RAKYAT (PKR),7998,0,lost,3919,MOHD SERMAN,1980,male,bumiputera
13,Sabah,P.184 Libaran,4,PARTI REFORMASI NEGERI SARAWAK (STAR),502,0,lost_deposit,3920,ROSNAH BINTI UNSARI,1974,female,bumiputera
13,Sabah,P.185 Batu Sapi,1,PARTI ISLAM SE MALAYSIA (PAS),9287,0,lost,3921,HAMZA BIN A.ABDULLAH,1954,male,bumiputera
13,Sabah,P.185 Batu Sapi,2,BARISAN NASIONAL (BN),13085,1,won,3922,LINDA TSEN THAU LIN,1957,female,chinese
13,Sabah,P.185 Batu Sapi,3,PARTI REFORMASI NEGERI SARAWAK (STAR),410,0,lost_deposit,3923,SAIFUL BAHARI RASHADA BIN AHMAD,1986,male,bumiputera
13,Sabah,P.186 Sandakan,1,BARISAN NASIONAL (BN),13138,0,lost,3581,LIEW VUI KEONG,1960,male,chinese
13,Sabah,P.186 Sandakan,2,PARTI TINDAKAN DEMOKRATIK (DAP),14226,1,won,3924,STEPHEN WONG TIEN FATT,1955,male,chinese
13,Sabah,P.187 Kinabatangan,1,PARTI KEADILAN RAKYAT (PKR),3646,0,lost,3925,ABDULLAH BIN ABDUL SANI,1963,male,bumiputera
13,Sabah,P.187 Kinabatangan,2,BARISAN NASIONAL (BN),13377,1,won,2861,BUNG MOKTHAR RADIN,1960,male,bumiputera
13,Sabah,P.187 Kinabatangan,3,BEBAS (BEBAS),1130,0,lost_deposit,2862,ALI LATIP BIN TAHA,1957,male,bumiputera
13,Sabah,P.187 Kinabatangan,4,PARTI REFORMASI NEGERI SARAWAK (STAR),1153,0,lost_deposit,3926,YAMBUYA BIN PARANTIS @ CYRIL PONGOD,1952,male,bumiputera
13,Sabah,P.188 Lahad Datu,1,PARTI REFORMASI NEGERI SARAWAK (STAR),841,0,lost_deposit,3927,APAS @ NAWAWIE BIN SAKING,1954,male,bumiputera
13,Sabah,P.188 Lahad Datu,2,PARTI KEADILAN RAKYAT (PKR),9671,0,lost,3065,BADRUL AMIN BIN BAHRON,1962,male,bumiputera
13,Sabah,P.188 Lahad Datu,3,BARISAN NASIONAL (BN),23058,1,won,3928,NASRUN BIN MANSUR,1953,male,bumiputera
13,Sabah,P.188 Lahad Datu,4,BEBAS (BEBAS),4959,0,lost,3929,DUMI BIN PG. MASDAL,1956,male,bumiputera
13,Sabah,P.189 Semporna,1,BARISAN NASIONAL (BN),25559,1,won,3585,MOHD. SHAFIE APDAL,1957,male,bumiputera
13,Sabah,P.189 Semporna,2,PARTI KEADILAN RAKYAT (PKR),4654,0,lost,3930,ZAMREE @ MOHD SUFFIAN B ABDUL HABI,1972,male,bumiputera
13,Sabah,P.189 Semporna,3,BEBAS (BEBAS),325,0,lost_deposit,3931,DATU BADARUDDIN TUN MUSTAPHA,1961,male,bumiputera
13,Sabah,P.190 Tawau,1,BARISAN NASIONAL (BN),21331,1,won,3932,MARY YAP KAIN CHING,1951,female,chinese
13,Sabah,P.190 Tawau,2,PARTI KEADILAN RAKYAT (PKR),16352,0,lost,2867,KONG HONG MING,1953,male,chinese
13,Sabah,P.190 Tawau,3,PARTI MAJU SABAH (SAPP),633,0,lost_deposit,2550,CHUA SOON BUI,1955,female,chinese
13,Sabah,P.190 Tawau,4,BEBAS (BEBAS),553,0,lost_deposit,3011,AHMAD AWANG,1942,male,bumiputera
13,Sabah,P.191 Kalabakan,1,BEBAS (BEBAS),1313,0,lost_deposit,3933,MOHD BIN MANUKE,1961,male,bumiputera
13,Sabah,P.191 Kalabakan,2,PARTI REFORMASI NEGERI SARAWAK (STAR),603,0,lost_deposit,3934,MALVINE REYES,1960,male,bumiputera
13,Sabah,P.191 Kalabakan,3,BARISAN NASIONAL (BN),23125,1,won,3238,ABDUL CHAPUR BIN HJAI SALLEH,1943,male,bumiputera
13,Sabah,P.191 Kalabakan,4,BEBAS (BEBAS),137,0,lost_deposit,3935,FREDDIE JAPAT ANAK SIMOL,1952,male,bumiputera
13,Sabah,P.191 Kalabakan,5,PARTI ISLAM SE MALAYSIA (PAS),8904,0,lost,3936,USMAN MADEAMING,1977,male,bumiputera
13,Sabah,P.191 Kalabakan,6,BEBAS (BEBAS),132,0,lost_deposit,3937,YAHYA BIN ZAINAL,1953,male,bumiputera
13,Sabah,P.191 Kalabakan,7,BEBAS (BEBAS),891,0,lost_deposit,3938,SIAMSIR BIN BORHAN,1960,male,bumiputera
13,Sarawak,P.192 Mas Gading,1,BARISAN NASIONAL (BN),8265,1,won,3939,NOGEH ANAK GUMBEK,1957,male,bumiputera
13,Sarawak,P.192 Mas Gading,2,PARTI REFORMASI NEGERI SARAWAK (STAR),462,0,lost_deposit,1617,PATRICK ANAK UREN,1948,male,bumiputera
13,Sarawak,P.192 Mas Gading,3,PARTI TINDAKAN DEMOKRATIK (DAP),5293,0,lost,3940,MORDI BIMOL,1985,male,bumiputera
13,Sarawak,P.192 Mas Gading,4,BEBAS (BEBAS),6109,0,lost,3591,TIKI LAFE,1953,male,bumiputera
13,Sarawak,P.193 Santubong,1,BARISAN NASIONAL (BN),24655,1,won,2242,DATUK WAN JUNAIDI TUANKU JAAFAR,1946,male,bumiputera
13,Sarawak,P.193 Santubong,2,BEBAS (BEBAS),233,0,lost_deposit,3941,AFFENDI BIN JEMAN,1963,male,bumiputera
13,Sarawak,P.193 Santubong,3,PARTI KEADILAN RAKYAT (PKR),3719,0,lost,2877,ZULRUSDI BIN MOHAMAD HOL,1968,male,bumiputera
13,Sarawak,P.193 Santubong,4,PARTI REFORMASI NEGERI SARAWAK (STAR),206,0,lost_deposit,3942,MURA BIN KADIR,1951,male,bumiputera
13,Sarawak,P.194 Petra Jaya,1,PARTI KEADILAN RAKYAT (PKR),8116,0,lost,3943,AHMAD NAZIB BIN JOHARI,1977,male,bumiputera
13,Sarawak,P.194 Petra Jaya,2,BARISAN NASIONAL (BN),29559,1,won,3242,FADILLAH HJ YUSOF,1962,male,bumiputera
13,Sarawak,P.195 Bandar Kuching,1,BARISAN NASIONAL (BN),10491,0,lost,3944,TAN KAI,1971,male,chinese
13,Sarawak,P.195 Bandar Kuching,2,PARTI TINDAKAN DEMOKRATIK (DAP),30133,1,won,2874,CHONG CHIENG JEN,1971,male,chinese
13,Sarawak,P.196 Stampin,1,BARISAN NASIONAL (BN),22993,0,lost,2232,YONG KHOON SENG,1942,male,chinese
13,Sarawak,P.196 Stampin,2,PARTI TINDAKAN DEMOKRATIK (DAP),41663,1,won,3945,JULIAN TAN KOK PING,1979,male,chinese
13,Sarawak,P.196 Stampin,3,PARTI REFORMASI NEGERI SARAWAK (STAR),239,0,lost_deposit,3946,SOO LINA,1958,female,chinese
13,Sarawak,P.197 Kota Samarahan,1,BARISAN NASIONAL (BN),24202,1,won,3947,RUBIAH WANG,1968,female,bumiputera
13,Sarawak,P.197 Kota Samarahan,2,PARTI ISLAM SE MALAYSIA (PAS),6801,0,lost,3948,ABANG AHMAD,1980,male,bumiputera
13,Sarawak,P.198 Puncak Borneo,1,PARTI KEADILAN RAKYAT (PKR),10740,0,lost,3949,WILLIE MONGIN,1976,male,bumiputera
13,Sarawak,P.198 Puncak Borneo,2,PARTI REFORMASI NEGERI SARAWAK (STAR),704,0,lost_deposit,3950,DRIPIN ANAK SAKOI,1937,male,bumiputera
13,Sarawak,P.198 Puncak Borneo,3,BARISAN NASIONAL (BN),20461,1,won,3599,JAMES DAWOS ANAK MAMIT,1949,male,bumiputera
13,Sarawak,P.199 Serian,1,PARTI TINDAKAN DEMOKRATIK (DAP),6343,0,lost,3951,EDWARD ANDREW LUWAK,1953,male,bumiputera
13,Sarawak,P.199 Serian,2,PARTI REFORMASI NEGERI SARAWAK (STAR),390,0,lost_deposit,3952,JOHNNY BOB ANAK APUT,1963,male,bumiputera
13,Sarawak,P.199 Serian,3,BARISAN NASIONAL (BN),19494,1,won,2236,RICHARD RIOT ANAK JAEM,1952,male,bumiputera
13,Sarawak,P.200 Batang Sadong,1,PARTI ISLAM SE MALAYSIA (PAS),2017,0,lost,3594,MOHAMAD BIN JOLHI,1960,male,bumiputera
13,Sarawak,P.200 Batang Sadong,2,BARISAN NASIONAL (BN),13277,1,won,3603,NANCY SHUKRI,1961,female,bumiputera
13,Sarawak,P.201 Batang Lupar,1,PARTI KEADILAN RAKYAT (PKR),4661,0,lost,3953,ABG. ZULKIFLI ABG. ENGKEH,1961,male,bumiputera
13,Sarawak,P.201 Batang Lupar,2,BARISAN NASIONAL (BN),15625,1,won,2230,HAJJAH ROHANI BINTI HAJI ABDUL KARIM,1955,female,bumiputera
13,Sarawak,P.202 Sri Aman,1,PARTI KEADILAN RAKYAT (PKR),5618,0,lost,3954,NICHOLAS MUJAH ANAK ASON,1960,male,bumiputera
13,Sarawak,P.202 Sri Aman,2,BARISAN NASIONAL (BN),12168,1,won,3607,MASIR KUJAT,1955,male,bumiputera
13,Sarawak,P.202 Sri Aman,3,PARTI PEKERJA SARAWAK (SWP),476,0,lost_deposit,3955,WILFRED LANDONG,1956,male,bumiputera
13,Sarawak,P.202 Sri Aman,4,BEBAS (BEBAS),3867,0,lost,1940,DONALD KAWAN,1943,male,bumiputera
13,Sarawak,P.203 Lubok Antu,1,PARTI KEADILAN RAKYAT (PKR),2530,0,lost,3608,NICHOLAS BAWIN ANAK ANGGAT,1959,male,bumiputera
13,Sarawak,P.203 Lubok Antu,1,PARTI KEADILAN RAKYAT (PKR),2530,0,lost,17368,NICHOLAS BAWIN ANGGAT,1959,male,bumiputera
13,Sarawak,P.203 Lubok Antu,2,BARISAN NASIONAL (BN),8278,1,won,3609,WILLIAM NYALLAU,1951,male,bumiputera
13,Sarawak,P.203 Lubok Antu,3,PARTI PEKERJA SARAWAK (SWP),4187,0,lost,3956,LARRY SOON @ LARAY SANG WEI SHIEN,1979,male,chinese
13,Sarawak,P.204 Betong,1,BARISAN NASIONAL (BN),15476,1,won,3254,DATUK DOUGLAS UGGAH EMBAS,1956,male,bumiputera
13,Sarawak,P.204 Betong,2,PARTI KEADILAN RAKYAT (PKR),4589,0,lost,3957,CECILIA SITI UNA,1953,female,bumiputera
13,Sarawak,P.205 Saratok,1,PARTI KEADILAN RAKYAT (PKR),9519,0,lost,3958,ALI BIJU,1968,male,bumiputera
13,Sarawak,P.205 Saratok,2,BEBAS (BEBAS),681,0,lost_deposit,3959,ROSELI PALENG,1940,male,bumiputera
13,Sarawak,P.205 Saratok,3,BARISAN NASIONAL (BN),11600,1,won,2254,WILLIAM MAWAN IKOM,1950,male,bumiputera
13,Sarawak,P.206 Tanjong Manis,1,PARTI ISLAM SE MALAYSIA (PAS),1571,0,lost_deposit,3960,KAK JUE,1985,female,bumiputera
13,Sarawak,P.206 Tanjong Manis,2,BARISAN NASIONAL (BN),12535,1,won,3612,NORAH TUN ABDUL RAHMAN,1960,female,bumiputera
13,Sarawak,P.207 Igan,1,BARISAN NASIONAL (BN),11896,1,won,3613,ABDUL WAHABDUL BIN DOLAH,1951,male,bumiputera
13,Sarawak,P.207 Igan,2,PARTI ISLAM SE MALAYSIA (PAS),1747,0,lost,3961,AJIJI FAUZAN,1961,male,bumiputera
13,Sarawak,P.208 Sarikei,1,BARISAN NASIONAL (BN),13758,0,lost,3615,DING KUONG HIING,1955,male,chinese
13,Sarawak,P.208 Sarikei,2,PARTI TINDAKAN DEMOKRATIK (DAP),14263,1,won,3962,WONG LING BIU,1959,male,chinese
13,Sarawak,P.209 Julau,1,PARTI PEKERJA SARAWAK (SWP),3936,0,lost,3963,WONG ANAK JUDAT,1964,male,bumiputera
13,Sarawak,P.209 Julau,2,PARTI KEADILAN RAKYAT (PKR),2852,0,lost,3964,ANDY WONG HONG YU,1959,male,chinese
13,Sarawak,P.209 Julau,3,BARISAN NASIONAL (BN),9891,1,won,2894,JOSEPH SALANG ANAK GANDUM,1950,male,bumiputera
13,Sarawak,P.210 Kanowit,1,PARTI PEKERJA SARAWAK (SWP),417,0,lost_deposit,3965,ELLISON LUDAN,1952,male,bumiputera
13,Sarawak,P.210 Kanowit,2,PARTI KEADILAN RAKYAT (PKR),5004,0,lost,3966,THOMAS LAJA ANAK BESI,1954,male,bumiputera
13,Sarawak,P.210 Kanowit,3,BARISAN NASIONAL (BN),8046,1,won,3265,AARON AGO ANAK DAGANG,1959,male,bumiputera
13,Sarawak,P.211 Lanang,1,BARISAN NASIONAL (BN),17983,0,lost,2574,TIONG THAI KING,1946,male,chinese
13,Sarawak,P.211 Lanang,2,PARTI TINDAKAN DEMOKRATIK (DAP),26613,1,won,3967,ALICE LAU KIONG YIENG,1981,female,chinese
13,Sarawak,P.212 Sibu,1,BARISAN NASIONAL (BN),23967,0,lost,3968,VINCENT LAU LEE MING,1949,male,chinese
13,Sarawak,P.212 Sibu,2,PARTI TINDAKAN DEMOKRATIK (DAP),26808,1,won,3969,OSCAR LING CHAI YEW,1977,male,chinese
13,Sarawak,P.212 Sibu,3,BEBAS (BEBAS),203,0,lost_deposit,2575,NARAWI BIN HARON,1950,male,bumiputera
13,Sarawak,P.213 Mukah,1,BEBAS (BEBAS),2219,0,lost_deposit,3970,SYLVESTER AJAH SUBAH,1943,male,bumiputera
13,Sarawak,P.213 Mukah,2,PARTI TINDAKAN DEMOKRATIK (DAP),2219,0,lost_deposit,3620,HAI BIN MERAWIN @ BONAVENTURE,1950,male,bumiputera
13,Sarawak,P.213 Mukah,3,BARISAN NASIONAL (BN),14983,1,won,1644,LEO MICHAEL TOYAD @ LEO FRANCIS MICHAEL,1950,male,bumiputera
13,Sarawak,P.214 Selangau,1,BARISAN NASIONAL (BN),12040,1,won,3270,JOSEPH ENTULU BELAUN,1955,male,bumiputera
13,Sarawak,P.214 Selangau,2,PARTI PEKERJA SARAWAK (SWP),4485,0,lost,2572,SNG CHEE HUA,1947,male,chinese
13,Sarawak,P.214 Selangau,3,PARTI KEADILAN RAKYAT (PKR),3891,0,lost,3971,JOSHUA JABENG,1951,male,bumiputera
13,Sarawak,P.215 Kapit,1,BARISAN NASIONAL (BN),13446,1,won,2903,ALEXANDER NANTA LINNGGI,1958,male,bumiputera
13,Sarawak,P.215 Kapit,2,PARTI TINDAKAN DEMOKRATIK (DAP),3715,0,lost,3972,RAMLI ANAK MALAKA,1968,male,bumiputera
13,Sarawak,P.216 Hulu Rajang,1,PARTI PEKERJA SARAWAK (SWP),2129,0,lost,3621,GEORGE ANAK LAGONG,1961,male,bumiputera
13,Sarawak,P.216 Hulu Rajang,2,PARTI KEADILAN RAKYAT (PKR),3283,0,lost,3973,ABUN SUI ANYIT,1973,male,bumiputera
13,Sarawak,P.216 Hulu Rajang,3,BARISAN NASIONAL (BN),9117,1,won,3974,WILSON UGAK ANAK KUMBONG,1962,male,bumiputera
13,Sarawak,P.217 Bintulu,1,BARISAN NASIONAL (BN),26458,1,won,3622,TIONG KING SING,1962,male,chinese
13,Sarawak,P.217 Bintulu,2,PARTI TINDAKAN DEMOKRATIK (DAP),19025,0,lost,3975,DR. JOHN BRIAN ANTHONY,1956,male,bumiputera
13,Sarawak,P.218 Sibuti,1,PARTI ISLAM SE MALAYSIA (PAS),7282,0,lost,3976,ROBBY ZAID TANDANG,1982,male,bumiputera
13,Sarawak,P.218 Sibuti,2,BARISAN NASIONAL (BN),13348,1,won,3624,AHMAD LAI BIN BUJANG,1950,male,bumiputera
13,Sarawak,P.219 Miri,1,PARTI KEADILAN RAKYAT (PKR),26909,1,won,3625,MICHAEL TEO YU KENG,1948,male,chinese
13,Sarawak,P.219 Miri,2,BARISAN NASIONAL (BN),24917,0,lost,3977,SEBASTIAN TING CHIEW YEW,1955,male,chinese
13,Sarawak,P.219 Miri,3,PARTI REFORMASI NEGERI SARAWAK (STAR),306,0,lost_deposit,2585,CHONG KON FATT,1951,male,bumiputera
13,Sarawak,P.220 Baram,1,BARISAN NASIONAL (BN),9182,1,won,3978,ANYI NGAU,1958,male,bumiputera
13,Sarawak,P.220 Baram,2,BEBAS (BEBAS),363,0,lost_deposit,3979,PATRICK SIBAT,1954,male,bumiputera
13,Sarawak,P.220 Baram,3,PARTI KEADILAN RAKYAT (PKR),8988,0,lost,3980,ROLAND ENGAN,1972,male,bumiputera
13,Sarawak,P.221 Limbang,1,PARTI KEADILAN RAKYAT (PKR),4698,0,lost,3981,BARU BIAN,1958,male,bumiputera
13,Sarawak,P.221 Limbang,2,BARISAN NASIONAL (BN),12999,1,won,3627,HASBI BIN HABIBOLLAH,1963,male,bumiputera
13,Sarawak,P.222 Lawas,1,BARISAN NASIONAL (BN),9928,1,won,2912,HENRY SUM AGONG,1946,male,bumiputera
13,Sarawak,P.222 Lawas,2,PARTI TINDAKAN DEMOKRATIK (DAP),3898,0,lost,3982,DR BOB BARU LANGUB,1953,male,bumiputera
13,Sarawak,P.222 Lawas,3,PARTI REFORMASI NEGERI SARAWAK (STAR),69,0,lost_deposit,3983,ALIRAHMAN BIN KAMSEH,1966,male,bumiputera
14,Perlis,P.001 Padang Besar,1,PARTI KEADILAN RAKYAT (PKR),13594,0,lost,3984,IZIZAM BIN IBRAHIM,1977,male,bumiputera
14,Perlis,P.001 Padang Besar,2,BARISAN NASIONAL (BN),15032,1,won,3630,ZAHIDI BIN ZAINUL ABIDIN,1961,male,bumiputera
14,Perlis,P.001 Padang Besar,3,PARTI ISLAM SE MALAYSIA (PAS),7874,0,lost,3985,MOKHTAR SENIK,1965,male,bumiputera
14,Perlis,P.002 Kangar,1,PARTI KEADILAN RAKYAT (PKR),20909,1,won,3986,AMIN AHMAD,1982,male,bumiputera
14,Perlis,P.002 Kangar,2,BARISAN NASIONAL (BN),15306,0,lost,3987,RAMLI SHARIFF,1961,male,bumiputera
14,Perlis,P.002 Kangar,3,PARTI ISLAM SE MALAYSIA (PAS),8465,0,lost,3988,ZAHID IBRAHIM,1983,male,bumiputera
14,Perlis,P.003 Arau,1,PARTI ISLAM SE MALAYSIA (PAS),11362,0,lost,3989,HASHIM JASIN,1940,male,bumiputera
14,Perlis,P.003 Arau,2,PARTI KEADILAN RAKYAT (PKR),11691,0,lost,1394,ABDUL RAHMAN BIN DAUD,1951,male,bumiputera
14,Perlis,P.003 Arau,3,BARISAN NASIONAL (BN),16547,1,won,1665,SHAHIDAN BIN KASSIM,1951,male,bumiputera
14,Kedah,P.004 Langkawi,1,PARTI ISLAM SE MALAYSIA (PAS),5512,0,lost,3990,ZUBIR BIN AHMAD,1963,male,bumiputera
14,Kedah,P.004 Langkawi,2,PARTI KEADILAN RAKYAT (PKR),18954,1,won,375,MAHATHIR BIN MOHAMAD,1926,male,bumiputera
14,Kedah,P.004 Langkawi,3,BARISAN NASIONAL (BN),10061,0,lost,3635,NAWAWI BIN AHMAD,1961,male,bumiputera
14,Kedah,P.005 Jerlun,1,PARTI ISLAM SE MALAYSIA (PAS),12829,0,lost,3991,ABDUL GHANI BIN AHMAD,1971,male,bumiputera
14,Kedah,P.005 Jerlun,2,BARISAN NASIONAL (BN),12413,0,lost,3638,OTHMAN BIN AZIZ,1959,male,bumiputera
14,Kedah,P.005 Jerlun,3,PARTI KEADILAN RAKYAT (PKR),18695,1,won,3288,MUKHRIZ BIN MAHATHIR,1964,male,bumiputera
14,Kedah,P.006 Kubang Pasu,1,BARISAN NASIONAL (BN),16975,0,lost,3290,MOHD JOHARI BIN BAHARUM,1954,male,bumiputera
14,Kedah,P.006 Kubang Pasu,2,PARTI KEADILAN RAKYAT (PKR),29984,1,won,3992,AMIRUDDIN HAMZAH,1962,male,bumiputera
14,Kedah,P.006 Kubang Pasu,3,PARTI ISLAM SE MALAYSIA (PAS),13375,0,lost,3993,NORHAFIZA BINTI FADZIL,1977,female,bumiputera
14,Kedah,P.007 Padang Terap,1,PARTI ISLAM SE MALAYSIA (PAS),15285,0,lost,3994,AZAM BIN AZIZ,1968,male,bumiputera
14,Kedah,P.007 Padang Terap,2,PARTI KEADILAN RAKYAT (PKR),7254,0,lost,3995,KHAIRIZAL KHAZALI,1982,male,bumiputera
14,Kedah,P.007 Padang Terap,3,BARISAN NASIONAL (BN),16384,1,won,3641,MAHDZIR KHALID,1961,male,bumiputera
14,Kedah,P.008 Pokok Sena,1,PARTI KEADILAN RAKYAT (PKR),28959,1,won,2928,MAHFUZ OMAR,1958,male,bumiputera
14,Kedah,P.008 Pokok Sena,2,BARISAN NASIONAL (BN),18390,0,lost,3996,SAID ALI BIN SYED RASTAN,1957,male,bumiputera
14,Kedah,P.008 Pokok Sena,3,PARTI ISLAM SE MALAYSIA (PAS),23401,0,lost,3997,RADHI MAT DIN,1966,male,bumiputera
14,Kedah,P.009 Alor Setar,1,PARTI ISLAM SE MALAYSIA (PAS),17275,0,lost,3998,AMINUR SHAFIQ,1991,male,bumiputera
14,Kedah,P.009 Alor Setar,2,BARISAN NASIONAL (BN),14181,0,lost,3999,YOO WEI HOW,1974,male,chinese
14,Kedah,P.009 Alor Setar,3,PARTI KEADILAN RAKYAT (PKR),32475,1,won,4000,CHAN MING KAI,1981,male,bumiputera
14,Kedah,P.010 Kuala Kedah,1,PARTI ISLAM SE MALAYSIA (PAS),23143,0,lost,4001,MUHAMAD RIDUAN BIN OTHMAN,1975,male,bumiputera
14,Kedah,P.010 Kuala Kedah,2,BARISAN NASIONAL (BN),19400,0,lost,4002,ABDULLAH HASNAN BIN KAMARUDDIN,1955,male,bumiputera
14,Kedah,P.010 Kuala Kedah,3,PARTI KEADILAN RAKYAT (PKR),36624,1,won,3409,AZMAN ISMAIL,1961,male,bumiputera
14,Kedah,P.011 Pendang,1,BARISAN NASIONAL (BN),20728,0,lost,1676,OTHMAN BIN ABDUL,1951,male,bumiputera
14,Kedah,P.011 Pendang,2,PARTI ISLAM SE MALAYSIA (PAS),26536,1,won,4003,AWANG SOLAHUDIN,1964,male,bumiputera
14,Kedah,P.011 Pendang,3,PARTI KEADILAN RAKYAT (PKR),14901,0,lost,4004,WAN SAIFUL WAN JAN,1976,male,bumiputera
14,Kedah,P.011 Pendang,4,BEBAS (BEBAS),81,0,lost_deposit,4005,PENGHULU MALIK,1960,male,bumiputera
14,Kedah,P.012 Jerai,1,PARTI ISLAM SE MALAYSIA (PAS),22312,1,won,4006,SABRI BIN AZIT,1966,male,bumiputera
14,Kedah,P.012 Jerai,2,BARISAN NASIONAL (BN),21773,0,lost,3646,JAMIL KHIR BIN BAHAROM,1962,male,bumiputera
14,Kedah,P.012 Jerai,3,PARTI KEADILAN RAKYAT (PKR),21651,0,lost,4007,AKHRAMSYAH BIN SANUSI JUNID,1974,male,bumiputera
14,Kedah,P.013 Sik,1,PARTI ISLAM SE MALAYSIA (PAS),20088,1,won,4008,TARMIZI SULAIMAN,1977,male,bumiputera
14,Kedah,P.013 Sik,2,BARISAN NASIONAL (BN),14870,0,lost,3647,MANSOR BIN ABDUL RAHMAN,1961,male,bumiputera
